	condition	treatment	days	seurat_clusters	clusters	cluster_manual_label
546922	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
383572	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
679410	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	2	2	CD11c+ memory B cells
840650	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
460706	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
450467	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
846960	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
87049	day9 unstim	unstim	day9	0	0	Memory B cells
268935	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
791510	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
103628	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
733114	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	4	4	GC B cells
691407	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
586910	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	4	4	GC B cells
387891	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
158918	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
28536	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
844307	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
16185	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	4	4	GC B cells
710195	day9 unstim	unstim	day9	1	1	Pre-GC
760594	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
381520	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
380947	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
93296	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
269097	day4 unstim	unstim	day4	1	1	Pre-GC
109	day9 unstim	unstim	day9	2	2	CD11c+ memory B cells
580995	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
513113	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
462704	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
231253	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
217861	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
771364	day9 unstim	unstim	day9	1	1	Pre-GC
13109	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
329631	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
102626	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
190571	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
409701	day9 unstim	unstim	day9	1	1	Pre-GC
732533	day9 unstim	unstim	day9	1	1	Pre-GC
104597	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
111441	day4 unstim	unstim	day4	1	1	Pre-GC
755033	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
613113	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
168033	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
252569	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
476840	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
854958	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
450729	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
614534	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
595571	day4 unstim	unstim	day4	1	1	Pre-GC
722536	day4 unstim	unstim	day4	1	1	Pre-GC
694471	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	4	4	GC B cells
320967	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
520938	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
153173	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
595656	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
605790	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
584536	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
567978	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
252766	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
406239	day9 unstim	unstim	day9	1	1	Pre-GC
182045	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
200134	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
66800	day4 unstim	unstim	day4	4	4	GC B cells
34486	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
30995	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	2	2	CD11c+ memory B cells
493059	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
138508	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
257432	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
310958	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
517793	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
106598	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
236919	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
229073	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
238276	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
110396	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
677845	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
786227	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
96586	day9 unstim	unstim	day9	1	1	Pre-GC
114669	day9 RBD-NP	RBD-NP	day9	2	2	CD11c+ memory B cells
866998	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
873469	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	2	2	CD11c+ memory B cells
323381	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
664510	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
474700	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
668836	day9 RBD-NP	RBD-NP	day9	2	2	CD11c+ memory B cells
363091	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
400336	day9 unstim	unstim	day9	4	4	GC B cells
503886	day4 unstim	unstim	day4	1	1	Pre-GC
115307	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
576616	day9 unstim	unstim	day9	1	1	Pre-GC
322947	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
232639	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
119036	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
28733	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
59871	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
274408	day9 unstim	unstim	day9	4	4	GC B cells
119804	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
878169	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
171755	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
596249	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
60385	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
414149	day4 unstim	unstim	day4	1	1	Pre-GC
88233	day9 RBD-NP	RBD-NP	day9	2	2	CD11c+ memory B cells
196772	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
193081	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
348342	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
42320	day9 unstim	unstim	day9	1	1	Pre-GC
7065	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
27162	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
207708	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
292283	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
308374	day4 unstim	unstim	day4	1	1	Pre-GC
684924	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
184155	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
598053	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
498124	day9 RBD-NP	RBD-NP	day9	2	2	CD11c+ memory B cells
271608	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
714407	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
725451	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
358260	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
650653	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
36596	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
648342	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
209759	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
524172	day4 unstim	unstim	day4	4	4	GC B cells
603587	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
586559	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
584688	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
286543	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
685319	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
131869	day9 unstim	unstim	day9	0	0	Memory B cells
205680	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
242621	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
249428	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
110615	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
616102	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
829157	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
693902	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
777970	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
285890	day9 unstim	unstim	day9	2	2	CD11c+ memory B cells
29199	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
820258	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
788094	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
58286	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
82468	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
795992	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
263008	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
654233	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
363834	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
750122	day4 unstim	unstim	day4	1	1	Pre-GC
578495	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
484881	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
610434	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
728324	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
845991	day4 unstim	unstim	day4	1	1	Pre-GC
332540	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
460863	day4 unstim	unstim	day4	4	4	GC B cells
156749	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
97785	day4 unstim	unstim	day4	4	4	GC B cells
487102	day4 unstim	unstim	day4	4	4	GC B cells
536711	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
710605	day9 unstim	unstim	day9	2	2	CD11c+ memory B cells
254387	day4 unstim	unstim	day4	1	1	Pre-GC
246720	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
89682	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
308790	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
237138	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
704854	day9 unstim	unstim	day9	1	1	Pre-GC
611242	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
752959	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
130424	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
398840	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
539293	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
847021	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
704645	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
514955	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
489340	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
556326	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
226922	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
112616	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	2	2	CD11c+ memory B cells
315774	day4 unstim	unstim	day4	4	4	GC B cells
275729	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
824463	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
402069	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
466306	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
853305	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
607492	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
593773	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
42307	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
236917	day4 unstim	unstim	day4	4	4	GC B cells
304656	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	4	4	GC B cells
278143	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
775365	day4 unstim	unstim	day4	1	1	Pre-GC
679472	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
327550	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
106168	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
401440	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
554591	day4 RBD-NP	RBD-NP	day4	5	5	Plasmablasts
136692	day9 unstim	unstim	day9	1	1	Pre-GC
738698	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
122287	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
760569	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
710845	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
328416	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	2	2	CD11c+ memory B cells
292466	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
279471	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
40059	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
292731	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
607653	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
101464	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	2	2	CD11c+ memory B cells
21426	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
591456	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
211698	day4 unstim	unstim	day4	4	4	GC B cells
522195	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
413882	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
858314	day9 unstim	unstim	day9	2	2	CD11c+ memory B cells
423947	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
77788	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	2	2	CD11c+ memory B cells
519602	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
251201	day4 unstim	unstim	day4	4	4	GC B cells
755194	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
358609	day9 RBD-NP	RBD-NP	day9	2	2	CD11c+ memory B cells
784692	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
722057	day4 unstim	unstim	day4	1	1	Pre-GC
560436	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
28086	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
520181	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
134921	day9 unstim	unstim	day9	1	1	Pre-GC
578154	day9 unstim	unstim	day9	2	2	CD11c+ memory B cells
6721	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
7755	day9 unstim	unstim	day9	2	2	CD11c+ memory B cells
702624	day9 unstim	unstim	day9	0	0	Memory B cells
747309	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	2	2	CD11c+ memory B cells
754913	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
875708	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
780447	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
855	day4 unstim	unstim	day4	1	1	Pre-GC
446456	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
598261	day4 unstim	unstim	day4	1	1	Pre-GC
526596	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
228047	day4 unstim	unstim	day4	1	1	Pre-GC
213400	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
704541	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
817941	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	2	2	CD11c+ memory B cells
521667	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
311736	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
780738	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
253866	day9 RBD-NP	RBD-NP	day9	2	2	CD11c+ memory B cells
700094	day9 unstim	unstim	day9	0	0	Memory B cells
388483	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
739543	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
184842	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
205385	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
817028	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
440563	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	2	2	CD11c+ memory B cells
689671	day4 unstim	unstim	day4	1	1	Pre-GC
715634	day9 unstim	unstim	day9	1	1	Pre-GC
794875	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
314451	day4 unstim	unstim	day4	1	1	Pre-GC
256781	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
806324	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
746520	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
160554	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
52224	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
81539	day9 RBD-NP	RBD-NP	day9	2	2	CD11c+ memory B cells
38826	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
198942	day4 RBD-NP	RBD-NP	day4	0	0	Memory B cells
645629	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
72233	day9 unstim	unstim	day9	2	2	CD11c+ memory B cells
513155	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	0	0	Memory B cells
485815	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
831700	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
174720	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
184130	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
132245	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
670539	day9 unstim	unstim	day9	1	1	Pre-GC
159718	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
40388	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
543491	day9 RBD-NP	RBD-NP	day9	2	2	CD11c+ memory B cells
506411	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
579200	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
55292	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
351036	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
467268	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
54336	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
433979	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
413858	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
212174	day9 unstim	unstim	day9	2	2	CD11c+ memory B cells
573493	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
689107	day4 unstim	unstim	day4	1	1	Pre-GC
756242	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
579844	day4 unstim	unstim	day4	1	1	Pre-GC
170875	day4 unstim	unstim	day4	1	1	Pre-GC
157794	day4 unstim	unstim	day4	1	1	Pre-GC
723059	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
566074	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
196270	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
198453	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
363961	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
768599	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
745953	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
268132	day4 unstim	unstim	day4	1	1	Pre-GC
357800	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
833920	day4 unstim	unstim	day4	1	1	Pre-GC
803980	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
369219	day9 unstim	unstim	day9	2	2	CD11c+ memory B cells
524209	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
132937	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
5717	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
827097	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
276991	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
486362	day9 RBD-NP	RBD-NP	day9	2	2	CD11c+ memory B cells
306819	day4 unstim	unstim	day4	4	4	GC B cells
298707	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
778868	day9 unstim	unstim	day9	2	2	CD11c+ memory B cells
59255	day9 RBD-NP	RBD-NP	day9	2	2	CD11c+ memory B cells
797595	day9 RBD-NP	RBD-NP	day9	4	4	GC B cells
232059	day9 unstim	unstim	day9	1	1	Pre-GC
251486	day4 unstim	unstim	day4	1	1	Pre-GC
773051	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
496602	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
25766	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
866110	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
740606	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
57146	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	1	1	Pre-GC
381919	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
132666	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	2	2	CD11c+ memory B cells
115530	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
36877	day9 RBD-NP	RBD-NP	day9	1	1	Pre-GC
243073	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
206430	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	2	2	CD11c+ memory B cells
417143	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
486656	day9 RBD-NP	RBD-NP	day9	2	2	CD11c+ memory B cells
692630	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	4	4	GC B cells
321317	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
726131	day4 unstim	unstim	day4	4	4	GC B cells
563986	day4 unstim	unstim	day4	0	0	Memory B cells
675525	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
71811	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
882295	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	5	5	Plasmablasts
795464	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
391804	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
721177	day9 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day9	1	1	Pre-GC
124321	day4 RBD-NP	RBD-NP	day4	1	1	Pre-GC
142373	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
399926	day4 RBD-NP	RBD-NP	day4	4	4	GC B cells
583760	day9 RBD-NP	RBD-NP	day9	0	0	Memory B cells
226604	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	0	0	Memory B cells
647267	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	0	0	Memory B cells
61229	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	2	2	CD11c+ memory B cells
477883	day4 unstim	unstim	day4	2	2	CD11c+ memory B cells
106627	day4 RBD-NP	RBD-NP	day4	2	2	CD11c+ memory B cells
120974	day4 RBD-NP+TLR7NP	RBD-NP+TLR7NP	day4	4	4	GC B cells
